ID,Incident_ID,Crime,Location,Date_Time,Longitude,Latitude,Agency,Accuracy,Address,Date_Time_Unix,Temp,Pressure,Humidity,Wind_Speed,Condition,Description,Rain_3h,Snow_3h,Date_Time_ISO
2614,15-024291,Burglary,Residential,"Jul 11, 2015 1:30 PM",-73.6834,42.7412,Troy Police Department,Address,25XX 6TH AVE,1436634000,299.96,1019,45,1,Clouds,few clouds,,,2015-07-11 17:00:00 +0000 UTC
2615,15-024285,Burglary,Residential,"Jul 11, 2015 12:26 PM",-73.6964,42.7131,Troy Police Department,Address,4XX 1ST ST,1436630400,298.43,1020,50,2,Clear,sky is clear,,,2015-07-11 16:00:00 +0000 UTC
2616,15-024272,Larceny,Residential,"Jul 11, 2015 11:06 AM",-73.6873,42.7125,Troy Police Department,Address,X STANTON ST,1436626800,297.17,1020,50,1,Clear,sky is clear,,,2015-07-11 15:00:00 +0000 UTC
2617,15-024173,Larceny,Business,"Jul 10, 2015 6:51 PM",-73.6775,42.7383,Troy Police Department,Address,1XX HOOSICK ST,1436565600,298.66,1015,48,6,Clouds,broken clouds,,,2015-07-10 22:00:00 +0000 UTC
2618,15-024137,Larceny,Street,"Jul 10, 2015 12:47 PM",-73.6911,42.7277,Troy Police Department,Intersection,3RD ST & FERRY ST,1436544000,295.83,1016,60,5,Clouds,broken clouds,,,2015-07-10 16:00:00 +0000 UTC
2619,15-024119,Agg. Assault,,"Jul 10, 2015 12:00 AM",-73.6967,42.7126,Troy Police Department,Address,4XX 1ST ST,1436500800,291.41,1011,93,3,Rain,heavy intensity rain,,,2015-07-10 04:00:00 +0000 UTC
2620,15-024044,Larceny,Street,"Jul 09, 2015 7:37 PM",-73.6918,42.7302,Troy Police Department,Intersection,2ND ST & STATE ST,1436482800,293.85,1011,83,2,Rain,moderate rain,,,2015-07-09 23:00:00 +0000 UTC
2621,15-024040,Larceny,Grocery/Supermarket,"Jul 09, 2015 7:12 PM",-73.6775,42.7383,Troy Police Department,Address,1XX HOOSICK ST,1436482800,293.85,1011,83,2,Rain,moderate rain,,,2015-07-09 23:00:00 +0000 UTC
2622,15-023960,Larceny,Residential,"Jul 09, 2015 11:30 AM",-73.6731,42.7123,Troy Police Department,Address,XX MADISON AVE,1436454000,293.83,1016,60,4,Clouds,broken clouds,,,2015-07-09 15:00:00 +0000 UTC
2623,15-024020,Larceny,,"Jul 09, 2015 12:00 AM",-73.689,42.7321,Troy Police Department,Address,XX 4TH ST,1436414400,290.01,1017,63,2,Clouds,broken clouds,,,2015-07-09 04:00:00 +0000 UTC
2624,15-023859,Burglary,Residential,"Jul 08, 2015 8:00 PM",-73.6844,42.7402,Troy Police Department,Address,24XX 5TH AVE,1436400000,294.28,1016,64,3,Clouds,broken clouds,,,2015-07-09 00:00:00 +0000 UTC
2625,15-023865,Larceny,Gas Station/Convenience Store,"Jul 08, 2015 6:16 PM",-73.6936,42.715,Troy Police Department,Address,4XX 4TH ST,1436392800,297.25,1015,61,3,Clouds,overcast clouds,,,2015-07-08 22:00:00 +0000 UTC
2626,15-023608,Larceny,Business,"Jul 07, 2015 6:23 PM",-73.689,42.7321,Troy Police Department,Address,XX 4TH ST,1436306400,299.07,1012,74,3,Clouds,broken clouds,,,2015-07-07 22:00:00 +0000 UTC
2627,15-023579,Burglary,Residential,"Jul 07, 2015 2:35 PM",-73.675,42.7242,Troy Police Department,Address,17XX HIGHLAND AVE,1436292000,298.79,1014,58,5,Rain,heavy intensity rain,,,2015-07-07 18:00:00 +0000 UTC
2628,15-023540,Theft of Motor Vehicle,Business,"Jul 07, 2015 9:23 AM",-73.6775,42.7383,Troy Police Department,Address,1XX HOOSICK ST,1436274000,296.04,1019,83,2,Clouds,overcast clouds,,,2015-07-07 13:00:00 +0000 UTC
2629,15-023363,Stolen Property,Street,"Jul 06, 2015 4:45 PM",-73.6921,42.7289,Troy Police Department,Intersection,2ND ST & CONGRESS ST,1436212800,301.26,1019,45,5,Clouds,few clouds,,,2015-07-06 20:00:00 +0000 UTC
2630,15-023419,Larceny,Residential,"Jul 06, 2015 4:40 PM",-73.6946,42.7172,Troy Police Department,Intersection,2ND ST & MONROE ST,1436212800,301.26,1019,45,5,Clouds,few clouds,,,2015-07-06 20:00:00 +0000 UTC
2631,15-023428,Agg. Assault,Street,"Jul 06, 2015 4:39 PM",-73.6903,42.7254,Troy Police Department,Address,2XX 4TH ST,1436212800,301.26,1019,45,5,Clouds,few clouds,,,2015-07-06 20:00:00 +0000 UTC
2632,15-023396,Theft of Motor Vehicle,Street,"Jul 06, 2015 11:24 AM",-73.6872,42.7362,Troy Police Department,Intersection,JACOB ST & RIVER ST,1436194800,297.3,1022,65,1,Clouds,scattered clouds,,,2015-07-06 15:00:00 +0000 UTC
2633,15-023383,Burglary,Residential,"Jul 06, 2015 10:00 AM",-73.6838,42.7368,Troy Police Department,Address,X CPL WILLIAM A DICKERSON PL,1436191200,293.39,1022,77,1,Mist,mist,,,2015-07-06 14:00:00 +0000 UTC
2634,15-023384,Theft of Motor Vehicle,Business,"Jul 06, 2015 9:48 AM",-73.6775,42.7383,Troy Police Department,Address,1XX HOOSICK ST,1436187600,292.72,1022,77,1,Clouds,scattered clouds,,,2015-07-06 13:00:00 +0000 UTC
2635,15-023361,Larceny,Residential,"Jul 06, 2015 8:00 AM",-73.6909,42.7266,Troy Police Department,Address,1XX 3RD ST,1436184000,289.88,1021,88,1,Fog,fog,,,2015-07-06 12:00:00 +0000 UTC
2636,15-023368,Burglary,,"Jul 06, 2015 12:00 AM",-73.6871,42.7297,Troy Police Department,Address,XX STATE ST,1436155200,289.52,1022,93,1,Mist,mist,,,2015-07-06 04:00:00 +0000 UTC
2637,15-023213,Larceny,Street,"Jul 05, 2015 2:22 AM",-73.6922,42.7315,Troy Police Department,Intersection,BROADWAY ST & RIVER,1436076000,287.25,1017,87,2,Fog,fog,,,2015-07-05 06:00:00 +0000 UTC
2638,15-023209,Theft of Motor Vehicle,Street,"Jul 05, 2015 1:49 AM",-73.6887,42.7271,Troy Police Department,Address,14XX 5TH AVE,1436072400,287.47,1018,93,0,Fog,fog,,,2015-07-05 05:00:00 +0000 UTC
2639,15-023089,Larceny,Gas Station/Convenience Store,"Jul 04, 2015 1:29 PM",-73.6797,42.7394,Troy Police Department,Address,1XX HOOSICK ST,1436029200,290.07,1016,88,1,Rain,light rain,,,2015-07-04 17:00:00 +0000 UTC
2640,15-023073,Agg. Assault,Street,"Jul 04, 2015 3:36 AM",-73.6894,42.7295,Troy Police Department,Address,1XX 4TH ST,1435993200,285.13,1016,93,2,Clouds,broken clouds,,,2015-07-04 07:00:00 +0000 UTC
2641,15-022993,Larceny,Residential,"Jul 03, 2015 5:40 PM",-73.689,42.7271,Troy Police Department,Address,14XX 5TH AVE,1435957200,296.89,1015,33,1,Clouds,few clouds,,,2015-07-03 21:00:00 +0000 UTC
2642,15-022859,Robbery,Residential,"Jul 02, 2015 5:56 PM",-73.6894,42.7201,Troy Police Department,Address,1XX IDA ST,1435870800,296.04,1012,44,5,Clouds,scattered clouds,,,2015-07-02 21:00:00 +0000 UTC
2643,15-022842,Larceny,Residential,"Jul 02, 2015 3:21 PM",-73.6885,42.7319,Troy Police Department,Address,XX 4TH ST,1435863600,295.95,1013,44,6,Clouds,scattered clouds,,,2015-07-02 19:00:00 +0000 UTC
2644,15-022834,Larceny,Residential,"Jul 02, 2015 2:00 PM",-73.6808,42.7399,Troy Police Department,Address,2XX 9TH ST,1435860000,296.08,1013,47,4,Clouds,scattered clouds,,,2015-07-02 18:00:00 +0000 UTC
2645,15-022811,Larceny,Residential,"Jul 02, 2015 12:28 PM",-73.6768,42.7228,Troy Police Department,Address,XX BRUNSWICK AVE,1435852800,294.63,1013,56,4,Clouds,scattered clouds,,,2015-07-02 16:00:00 +0000 UTC
2646,15-022646,Burglary,Business,"Jul 01, 2015 2:30 PM",-73.6923,42.7294,Troy Police Department,Address,XX 2ND ST,1435773600,297.39,1006,57,5,Thunderstorm,proximity thunderstorm,,,2015-07-01 18:00:00 +0000 UTC
2647,15-046763,Burglary,Residential,"Dec 31, 2015 6:47 PM",-73.6805,42.7238,Troy Police Department,Address,3XX CONGRESS ST,1451602800,274.883,1017,74,3,Rain,moderate rain,,0.0,2015-12-31 23:00:00 +0000 UTC
2648,15-046741,Larceny,Gas Station/Convenience Store,"Dec 31, 2015 3:15 PM",-73.6886,42.7325,Troy Police Department,Address,4XX FULTON ST,1451592000,276.14,1016,64,3,Rain,light rain,,,2015-12-31 20:00:00 +0000 UTC
2649,15-046663,Robbery,Gas Station/Convenience Store,"Dec 30, 2015 10:42 PM",-73.6796,42.7423,Troy Police Department,Address,3XX 9TH ST,1451530800,275.36,1018,96,2,Rain,light rain,,,2015-12-31 03:00:00 +0000 UTC
2650,15-046654,Burglary,Residential,"Dec 30, 2015 9:29 PM",-73.6876,42.7206,Troy Police Department,Address,1XX HILL ST,1451527200,275.26,1019,93,1,Rain,light rain,,,2015-12-31 02:00:00 +0000 UTC
2651,15-046631,Larceny,Street,"Dec 30, 2015 5:20 PM",-73.6887,42.728,Troy Police Department,Address,15XX 5TH AVE,1451512800,274.97,1022,86,3,Rain,light rain,,,2015-12-30 22:00:00 +0000 UTC
2652,15-046544,Burglary,Residential,"Dec 29, 2015 8:53 PM",-73.6886,42.7267,Troy Police Department,Address,14XX 5TH AVE,1451437200,273.35,1018,86,1,Clouds,overcast clouds,,,2015-12-30 01:00:00 +0000 UTC
2653,15-046449,Larceny,Gas Station/Convenience Store,"Dec 29, 2015 12:04 PM",-73.688,42.7285,Troy Police Department,Address,1XX CONGRESS ST,1451408400,272.92,1017,100,2,Snow,light snow,,,2015-12-29 17:00:00 +0000 UTC
2654,15-046280,Larceny,Bar/Restaurant/Liquor Store,"Dec 27, 2015 11:28 AM",-73.6911,42.7289,Troy Police Department,Address,XX CONGRESS ST,1451232000,281.95,1008,100,1,Rain,light rain,,,2015-12-27 16:00:00 +0000 UTC
2655,15-046244,Agg. Assault,Business,"Dec 26, 2015 11:52 PM",-73.6747,42.739,Troy Police Department,Address,1XX HOOSICK ST,1451188800,280.26,1026,70,1,Clouds,overcast clouds,,,2015-12-27 04:00:00 +0000 UTC
2656,15-046196,Larceny,Gas Station/Convenience Store,"Dec 26, 2015 8:47 AM",-73.688,42.7285,Troy Police Department,Address,1XX CONGRESS ST,1451134800,274.93,1034,80,1,Clouds,broken clouds,,,2015-12-26 13:00:00 +0000 UTC
2657,15-046045,Larceny,Street,"Dec 24, 2015 2:32 PM",-73.6946,42.7293,Troy Police Department,Intersection,CONGRESS ST & RIVER ST,1450983600,293.35,1013,77,4,Clouds,scattered clouds,,,2015-12-24 19:00:00 +0000 UTC
2658,15-046023,Larceny,Residential,"Dec 24, 2015 10:48 AM",-73.6839,42.7436,Troy Police Department,Address,27XX 5TH AVE,1450969200,290.54,1009,82,7,Clouds,broken clouds,,,2015-12-24 15:00:00 +0000 UTC
2659,15-045940,Larceny,Street,"Dec 23, 2015 3:18 PM",-73.6898,42.7275,Troy Police Department,Intersection,4TH ST & FERRY ST,1450900800,285.82,1020,76,4,Mist,mist,,,2015-12-23 20:00:00 +0000 UTC
2660,15-045782,Robbery,Street,"Dec 22, 2015 2:55 AM",-73.6853,42.742,Troy Police Department,Intersection,JAY ST & RIVER ST,1450767600,277.92,1016,52,5,Clouds,overcast clouds,,,2015-12-22 07:00:00 +0000 UTC
2661,15-045680,Burglary,Business,"Dec 21, 2015 11:53 AM",-73.6931,42.7148,Troy Police Department,Address,4XX 4TH ST,1450713600,276.56,1021,55,6,Clouds,overcast clouds,,,2015-12-21 16:00:00 +0000 UTC
2662,15-045666,Larceny,Gas Station/Convenience Store,"Dec 21, 2015 9:54 AM",-73.688,42.7285,Troy Police Department,Address,1XX CONGRESS ST,1450706400,273.87,1022,53,5,Clouds,broken clouds,,,2015-12-21 14:00:00 +0000 UTC
2663,15-045649,Larceny,Residential,"Dec 21, 2015 2:13 AM",-73.691,42.7212,Troy Police Department,Address,3XX 4TH ST,1450681200,270.29,1026,55,4,Clouds,broken clouds,,,2015-12-21 07:00:00 +0000 UTC
2664,15-045371,Larceny,School,"Dec 18, 2015 12:51 PM",-73.6706,42.7291,Troy Police Department,Address,19XX BURDETT AVE,1450458000,277.4495,1006,71,2,Rain,light rain,,0.0,2015-12-18 17:00:00 +0000 UTC
2665,15-045192,Larceny,Residential,"Dec 16, 2015 5:23 PM",-73.6891,42.7239,Troy Police Department,Address,12XX 5TH AVE,1450303200,278.48,1020,60,2,Clouds,broken clouds,,,2015-12-16 22:00:00 +0000 UTC
2666,15-045182,Burglary,Business,"Dec 16, 2015 3:44 PM",-73.6939,42.7188,Troy Police Department,Address,3XX 2ND ST,1450296000,279.8,1019,52,2,Clouds,few clouds,,,2015-12-16 20:00:00 +0000 UTC
2667,15-045147,Burglary,Residential,"Dec 16, 2015 11:26 AM",-73.691,42.7264,Troy Police Department,Address,1XX 3RD ST,1450281600,278.8,1021,74,2,Clouds,broken clouds,,,2015-12-16 16:00:00 +0000 UTC
2668,15-045021,Larceny,Gas Station/Convenience Store,"Dec 15, 2015 5:23 AM",-73.688,42.7285,Troy Police Department,Address,1XX CONGRESS ST,1450173600,284.29,996,71,2,Rain,light rain,,,2015-12-15 10:00:00 +0000 UTC
2669,15-044961,Larceny,Residential,"Dec 14, 2015 1:41 PM",-73.695,42.714,Troy Police Department,Address,4XX 2ND ST,1450116000,285.605,1009,81,4,Clouds,overcast clouds,,,2015-12-14 18:00:00 +0000 UTC
2670,15-044943,Larceny,Business,"Dec 14, 2015 10:04 AM",-73.6901,42.7244,Troy Police Department,Address,4XX WASHINGTON ST,1450105200,283.3,1011,76,2,Clouds,few clouds,,,2015-12-14 15:00:00 +0000 UTC
2671,15-044864,Larceny,Residential,"Dec 13, 2015 3:45 PM",-73.691,42.7212,Troy Police Department,Address,3XX 4TH ST,1450036800,282.16,1022,61,3,Clouds,overcast clouds,,,2015-12-13 20:00:00 +0000 UTC
2672,15-044717,Larceny,Residential,"Dec 12, 2015 12:28 PM",-73.6845,42.7373,Troy Police Department,Address,22XX OLD 6TH AVE,1449939600,283.92,1021,54,1,Clouds,broken clouds,,,2015-12-12 17:00:00 +0000 UTC
2673,15-044714,Larceny,Gas Station/Convenience Store,"Dec 12, 2015 11:31 AM",-73.6753,42.7365,Troy Police Department,Address,23XX 15TH ST,1449936000,281.325,1021,64,1,Clouds,broken clouds,,,2015-12-12 16:00:00 +0000 UTC
2674,15-044695,Larceny,Street,"Dec 12, 2015 7:56 AM",-73.671,42.716,Troy Police Department,Address,XX HAWTHORNE AVE,1449921600,278.165,1019,83,1,Clouds,broken clouds,,,2015-12-12 12:00:00 +0000 UTC
2675,15-044642,Robbery,Street,"Dec 11, 2015 8:06 PM",-73.6924,42.7215,Troy Police Department,Intersection,3RD ST & JEFFERSON ST,1449882000,282.425,1011,66,3,Clear,sky is Clear,,,2015-12-12 01:00:00 +0000 UTC
2676,15-044585,Larceny,School,"Dec 11, 2015 8:26 AM",-73.6706,42.7291,Troy Police Department,Address,19XX BURDETT AVE,1449838800,277.495,1011,93,1,Clouds,overcast clouds,,,2015-12-11 13:00:00 +0000 UTC
2677,15-044576,Larceny,Street,"Dec 11, 2015 6:23 AM",-73.6859,42.735,Troy Police Department,Address,21XX 5TH AVE,1449831600,277.99,1011,93,1,Clouds,broken clouds,,,2015-12-11 11:00:00 +0000 UTC
2678,15-044472,Larceny,Business,"Dec 10, 2015 9:06 AM",-73.6901,42.7244,Troy Police Department,Address,4XX WASHINGTON ST,1449756000,281.15,1014,93,2,Mist,mist,,,2015-12-10 14:00:00 +0000 UTC
2679,15-044387,Burglary,Gas Station/Convenience Store,"Dec 09, 2015 2:02 PM",-73.6936,42.715,Troy Police Department,Address,4XX 4TH ST,1449687600,280.018,1017,55,5,Clouds,scattered clouds,0.0,0.0,2015-12-09 19:00:00 +0000 UTC
2680,15-044370,Burglary,Residential,"Dec 09, 2015 10:23 AM",-73.6834,42.7413,Troy Police Department,Address,25XX 6TH AVE,1449673200,273.465,1020,87,2,Clouds,broken clouds,,,2015-12-09 15:00:00 +0000 UTC
2681,15-044466,Larceny,Street,"Dec 09, 2015 8:18 AM",-73.6909,42.7229,Troy Police Department,Intersection,4TH ST & ADAMS ST,1449666000,271.26,1019,100,1,Clouds,overcast clouds,,,2015-12-09 13:00:00 +0000 UTC
2682,15-044358,Larceny,Business,"Dec 09, 2015 7:33 AM",-73.6901,42.7244,Troy Police Department,Address,4XX WASHINGTON ST,1449662400,270.57,1019,100,1,Mist,mist,,,2015-12-09 12:00:00 +0000 UTC
2683,15-044268,Larceny,School,"Dec 08, 2015 12:52 PM",-73.6739,42.7294,Troy Police Department,Address,14XX SAGE AVE,1449594000,274.423,1020,76,2,Clouds,scattered clouds,0.002,0.084,2015-12-08 17:00:00 +0000 UTC
2684,15-044237,Arson,Street,"Dec 08, 2015 3:53 AM",-73.691,42.7206,Troy Police Department,Address,3XX 4TH ST,1449561600,270.71,1021,83,1,Mist,mist,,,2015-12-08 08:00:00 +0000 UTC
2685,15-044235,Arson,Street,"Dec 08, 2015 3:44 AM",-73.692,42.7217,Troy Police Department,Address,2XX 3RD ST,1449561600,270.71,1021,83,1,Mist,mist,,,2015-12-08 08:00:00 +0000 UTC
2686,15-044220,Larceny,Business,"Dec 07, 2015 10:32 PM",-73.6762,42.7405,Troy Police Department,Address,1XX HOOSICK ST,1449543600,271.71,1022,74,2,Mist,mist,,,2015-12-08 03:00:00 +0000 UTC
2687,15-044210,Burglary,Residential,"Dec 07, 2015 8:22 PM",-73.6771,42.7439,Troy Police Department,Address,XX OAKWOOD AVE,1449536400,272.32,1021,74,3,Mist,mist,,,2015-12-08 01:00:00 +0000 UTC
2688,15-044200,Larceny,Gas Station/Convenience Store,"Dec 07, 2015 6:02 PM",-73.6797,42.7394,Troy Police Department,Address,1XX HOOSICK ST,1449529200,274.92,1020,69,1,Fog,fog,,,2015-12-07 23:00:00 +0000 UTC
2689,15-044188,Robbery,Street,"Dec 07, 2015 4:37 PM",-73.6905,42.73,Troy Police Department,Intersection,3RD ST & STATE ST,1449522000,278.5,1020,56,4,Fog,fog,,,2015-12-07 21:00:00 +0000 UTC
2690,15-044187,Larceny,Public Transit Vehicle,"Dec 07, 2015 4:35 PM",-73.6899,42.7274,Troy Police Department,Address,1XX 4TH ST,1449522000,278.5,1020,56,4,Fog,fog,,,2015-12-07 21:00:00 +0000 UTC
2691,15-044173,Larceny,Gas Station/Convenience Store,"Dec 07, 2015 3:33 PM",-73.688,42.7285,Troy Police Department,Address,1XX CONGRESS ST,1449518400,278.4355,1020,62,3,Clear,sky is Clear,0.0,0.0,2015-12-07 20:00:00 +0000 UTC
2692,15-044141,Burglary,Residential,"Dec 07, 2015 10:15 AM",-73.6817,42.7386,Troy Police Department,Address,3XX 8TH ST,1449500400,273.15,1022,86,1,Fog,fog,,,2015-12-07 15:00:00 +0000 UTC
2693,15-044078,Burglary,Residential,"Dec 06, 2015 5:49 PM",-73.6865,42.7196,Troy Police Department,Address,1XX IDA ST,1449439200,277.825,1027,86,1,Clouds,broken clouds,,,2015-12-06 22:00:00 +0000 UTC
2694,15-044060,Larceny,Residential,"Dec 06, 2015 1:42 PM",-73.6908,42.7275,Troy Police Department,Address,XX FERRY ST,1449424800,276.535,1030,74,2,Clouds,overcast clouds,,,2015-12-06 18:00:00 +0000 UTC
2695,15-044026,Agg. Assault,Residential,"Dec 06, 2015 3:30 AM",-73.6774,42.7239,Troy Police Department,Address,16XX HIGHLAND AVE,1449388800,269.322,1035,94,0,Clouds,scattered clouds,0.0,0.0,2015-12-06 08:00:00 +0000 UTC
2696,15-043970,Larceny,Other Outside,"Dec 05, 2015 2:32 PM",-73.6771,42.7316,Troy Police Department,Address,19XX 15TH ST,1449342000,280.27,1038,68,2,Clear,sky is Clear,0.002,0.0,2015-12-05 19:00:00 +0000 UTC
2697,15-043967,Larceny,Gas Station/Convenience Store,"Dec 05, 2015 2:06 PM",-73.6797,42.7394,Troy Police Department,Address,1XX HOOSICK ST,1449342000,280.27,1038,68,2,Clear,sky is Clear,0.002,0.0,2015-12-05 19:00:00 +0000 UTC
2698,15-043959,Larceny,Business,"Dec 05, 2015 12:50 PM",-73.689,42.7321,Troy Police Department,Address,XX 4TH ST,1449334800,279.72,1038,67,1,Clouds,few clouds,0.002,0.0,2015-12-05 17:00:00 +0000 UTC
2699,15-043957,Larceny,Business,"Dec 05, 2015 12:19 PM",-73.689,42.7321,Troy Police Department,Address,XX 4TH ST,1449334800,279.72,1038,67,1,Clouds,few clouds,0.002,0.0,2015-12-05 17:00:00 +0000 UTC
2700,15-043895,Robbery,Residential,"Dec 04, 2015 8:00 PM",-73.6901,42.7255,Troy Police Department,Address,X HILL ST,1449277200,277.81,1033,70,4,Clouds,overcast clouds,,,2015-12-05 01:00:00 +0000 UTC
2701,15-043849,Theft of Motor Vehicle,Street,"Dec 04, 2015 2:00 PM",-73.6916,42.7179,Troy Police Department,Address,3XX 4TH ST,1449255600,278.82,1028,70,4,Clouds,overcast clouds,,,2015-12-04 19:00:00 +0000 UTC
2702,15-044043,Larceny,Street,"Dec 04, 2015 10:32 AM",-73.6919,42.728,Troy Police Department,Address,1XX 2ND ST,1449241200,276.64,1027,71,1,Clouds,overcast clouds,,,2015-12-04 15:00:00 +0000 UTC
2703,15-043830,Burglary,Residential,"Dec 04, 2015 9:55 AM",-73.6912,42.7195,Troy Police Department,Address,3XX 4TH ST,1449237600,275.93,1028,73,1,Clouds,overcast clouds,,,2015-12-04 14:00:00 +0000 UTC
2704,15-043731,Burglary,Residential,"Dec 03, 2015 2:53 PM",-73.6921,42.7304,Troy Police Department,Address,XX STATE ST,1449169200,279.82,1011,70,4,Rain,light rain,,,2015-12-03 19:00:00 +0000 UTC
2705,15-043700,Larceny,School,"Dec 03, 2015 10:00 AM",-73.673,42.7279,Troy Police Department,Address,19XX BURDETT AVE,1449154800,277.31,1010,86,5,Rain,light rain,,,2015-12-03 15:00:00 +0000 UTC
2706,15-043677,Robbery,Street,"Dec 03, 2015 1:41 AM",-73.6917,42.7245,Troy Police Department,Intersection,3RD ST & WASHINGTON ST,1449122400,280.87,1004,84,5,Clouds,broken clouds,,,2015-12-03 06:00:00 +0000 UTC
2707,15-043567,Robbery,Street,"Dec 02, 2015 6:53 PM",-73.6933,42.7192,Troy Police Department,Address,3XX 3RD ST,1449097200,281.005,1004,90,2,Clouds,overcast clouds,,,2015-12-02 23:00:00 +0000 UTC
2708,15-043586,Larceny,Hospital,"Dec 02, 2015 7:56 AM",-73.6725,42.7335,Troy Police Department,Address,22XX BURDETT AVE,1449057600,277.57,1011,100,0,Rain,light rain,,,2015-12-02 12:00:00 +0000 UTC
2709,15-043490,Robbery,Street,"Dec 01, 2015 12:36 PM",-73.6905,42.73,Troy Police Department,Intersection,3RD ST & STATE ST,1448989200,275.74,1024,85,1,Clouds,overcast clouds,,,2015-12-01 17:00:00 +0000 UTC
2710,15-043502,Theft of Motor Vehicle,Residential,"Dec 01, 2015 11:57 AM",-73.6961,42.7127,Troy Police Department,Address,4XX 2ND ST,1448985600,274.94,1025,74,1,Rain,light rain,,,2015-12-01 16:00:00 +0000 UTC
2711,15-043358,Larceny,Residential,"Nov 30, 2015 9:43 AM",-73.6908,42.7275,Troy Police Department,Address,XX FERRY ST,1448892000,269.81,1033,73,1,Clouds,broken clouds,,,2015-11-30 14:00:00 +0000 UTC
2712,15-043313,Agg. Assault,Street,"Nov 29, 2015 9:00 PM",-73.694,42.72,Troy Police Department,Intersection,2ND AVE & CANAL ST,1448848800,271.47,1028,55,2,Clouds,broken clouds,,,2015-11-30 02:00:00 +0000 UTC
2713,15-043295,Burglary,Residential,"Nov 29, 2015 4:59 PM",-73.6771,42.7316,Troy Police Department,Address,19XX 15TH ST,1448830800,275.62,1026,50,2,Clouds,few clouds,,,2015-11-29 21:00:00 +0000 UTC
2714,15-043287,Larceny,Residential,"Nov 29, 2015 3:43 PM",-73.692,42.7218,Troy Police Department,Address,2XX 3RD ST,1448827200,275.71,1026,52,3,Clouds,few clouds,,,2015-11-29 20:00:00 +0000 UTC
2715,15-043255,Arson,Street,"Nov 29, 2015 7:00 AM",-73.6944,42.7183,Troy Police Department,Address,3XX 2ND ST,1448798400,272.14,1026,90,4,Clouds,overcast clouds,,,2015-11-29 12:00:00 +0000 UTC
2716,15-043200,Larceny,Bar/Restaurant/Liquor Store,"Nov 28, 2015 5:03 PM",-73.6898,42.729,Troy Police Department,Address,1XX 4TH ST,1448748000,275.54,1024,74,3,Clouds,overcast clouds,,,2015-11-28 22:00:00 +0000 UTC
2717,15-043197,Larceny,Business,"Nov 28, 2015 3:40 PM",-73.6901,42.7302,Troy Police Department,Address,XX 3RD ST,1448740800,275.54,1024,74,2,Clouds,overcast clouds,,,2015-11-28 20:00:00 +0000 UTC
2718,15-043183,Larceny,Business,"Nov 28, 2015 2:03 PM",-73.6824,42.7437,Troy Police Department,Address,27XX 6TH AVE,1448737200,275.65,1024,74,3,Rain,light rain,,,2015-11-28 19:00:00 +0000 UTC
2719,15-043173,Agg. Assault,Street,"Nov 28, 2015 11:38 AM",-73.6832,42.7398,Troy Police Department,Address,24XX 6TH AVE,1448726400,275.55,1023,93,2,Clouds,overcast clouds,,,2015-11-28 16:00:00 +0000 UTC
2720,15-043028,Robbery,Hospital,"Nov 26, 2015 10:11 PM",-73.6761,42.743,Troy Police Department,Address,13XX MASSACHUSETTS AVE,1448593200,280.9,1036,85,3,Clouds,broken clouds,,,2015-11-27 03:00:00 +0000 UTC
2721,15-042920,Larceny,Gas Station/Convenience Store,"Nov 25, 2015 9:00 PM",-73.6943,42.7186,Troy Police Department,Address,3XX 2ND ST,1448503200,273.66,1042,52,3,Clouds,few clouds,,,2015-11-26 02:00:00 +0000 UTC
2722,15-042900,Larceny,Business,"Nov 25, 2015 4:41 PM",-73.6905,42.7301,Troy Police Department,Address,XX 3RD ST,1448485200,279.97,1041,42,3,Clouds,few clouds,,,2015-11-25 21:00:00 +0000 UTC
2723,15-042875,Burglary,Residential,"Nov 25, 2015 1:42 PM",-73.676,42.7256,Troy Police Department,Address,15XX TIBBITS AVE,1448474400,279.14,1041,52,4,Clouds,few clouds,,,2015-11-25 18:00:00 +0000 UTC
2724,15-042831,Larceny,Residential,"Nov 25, 2015 7:11 AM",-73.6832,42.7398,Troy Police Department,Address,24XX 6TH AVE,1448452800,268.56,1038,79,1,Clouds,few clouds,,,2015-11-25 12:00:00 +0000 UTC
2725,15-042680,Burglary,Residential,"Nov 23, 2015 11:19 PM",-73.6903,42.7228,Troy Police Department,Address,1XX ADAMS ST,1448337600,268.4745,1022,65,1,Clear,sky is Clear,0.0,0.0,2015-11-24 04:00:00 +0000 UTC
2726,15-042664,Burglary,Residential,"Nov 23, 2015 7:30 PM",-73.6928,42.7214,Troy Police Department,Address,XX JEFFERSON ST,1448323200,272.235,1019,30,4,Clouds,few clouds,,,2015-11-24 00:00:00 +0000 UTC
2727,15-042663,Larceny,Street,"Nov 23, 2015 6:05 PM",-73.6706,42.7369,Troy Police Department,Address,23XX BURDETT AVE,1448319600,273.12,1019,24,5,Clouds,few clouds,,,2015-11-23 23:00:00 +0000 UTC
2728,15-042636,Larceny,Street,"Nov 23, 2015 12:45 PM",-73.6831,42.7396,Troy Police Department,Intersection,6TH ST & HOOSICK AVE,1448298000,274.0285,1018,53,3,Clear,sky is Clear,0.0,0.0,2015-11-23 17:00:00 +0000 UTC
2729,15-042570,Theft of Motor Vehicle,Street,"Nov 22, 2015 7:10 PM",-73.6812,42.7389,Troy Police Department,Address,2XX 9TH ST,1448236800,278.655,1015,40,4,Clouds,broken clouds,,,2015-11-23 00:00:00 +0000 UTC
